,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma
miR-3612,3,5,2,9,6,8,6,2,81,2,0,5,0,16,0,147,4,0,0,2,27,2,153,18,8,2,23,8,10,13,8
miR-3613-3p,130,242,213,512,138,194,289,105,220,221,208,207,118,248,191,141,319,303,378,217,217,257,91,194,168,154,116,227,231,312,176
miR-3613-5p,6,14,20,20,26,31,12,7,11,13,28,9,13,10,8,14,21,16,5,24,18,33,15,9,19,12,5,11,33,6,4
miR-361-3p,292,534,372,614,311,475,327,388,348,502,210,359,692,427,480,373,197,362,429,360,268,353,813,453,485,284,293,367,1474,303,264
miR-3614-3p,2,3,4,8,3,2,1,0,3,1,4,0,1,0,1,4,3,0,1,1,12,1,1,0,10,5,2,1,12,5,1
miR-3614-5p,1,2,3,9,25,2,2,7,1,2,6,0,2,4,0,3,0,2,1,0,14,4,5,0,1,5,5,8,30,3,5
miR-361-5p,4032,12799,9677,9690,3363,10057,4121,4802,5583,4455,3903,4862,9124,3923,6955,5491,4079,6686,6089,7508,4696,5656,9701,6558,7429,4671,2839,4647,7087,4280,3910
miR-3616-3p,4,4,1,12,1,7,10,18,23,0,23,7,30,16,8,8,7,4,8,0,25,6,18,9,3,70,7,8,43,18,6
miR-3616-5p,0,4,1,9,4,7,7,4,3,0,16,2,4,5,2,2,4,2,5,2,7,6,8,0,7,7,1,1,9,3,1
miR-3617-3p,0,2,1,13,1,0,0,4,3,1,1,0,16,1,0,3,0,2,1,1,5,3,0,5,2,4,0,7,9,2,4
miR-3617-5p,1,0,0,37,1,0,0,19,2,2,1,2,119,3,0,4,3,1,1,2,2,4,0,3,3,7,0,4,44,6,3
miR-3618,0,1,2,5,1,3,1,1,0,4,1,0,2,0,3,0,0,2,1,1,0,2,0,2,1,2,0,2,2,6,0
miR-3619-3p,3,9,15,20,35,12,29,6,31,8,16,1,7,16,2,39,7,3,14,2,27,33,0,8,7,28,51,51,37,35,30
miR-3619-5p,6,16,22,58,65,25,38,19,37,21,51,5,10,26,4,21,16,11,17,5,23,29,22,9,13,18,54,54,76,42,32
miR-3620-3p,9,19,26,142,20,26,26,16,25,10,58,16,21,19,7,50,19,6,16,11,37,46,29,9,2,27,13,54,75,35,19
miR-362-3p,1322,481,1177,1140,2118,24467,2055,343,7936,614,995,1462,829,1455,2310,3359,642,1795,3063,312,2066,1047,1284,218,1438,2077,1631,2240,1833,1395,1715
miR-362-5p,626,262,845,641,937,18095,996,190,4158,416,925,609,598,524,995,1403,420,627,1437,206,1196,572,701,89,841,1398,706,979,1019,899,852
miR-363-3p,487,216,1418,857,4149,932,1288,556,3165,3760,312,493,574,3022,548,69,1278,1054,899,6943,976,683,83,1592,1390,644,1734,2696,2175,850,887
miR-363-5p,1,3,3,2,7,3,4,0,4,8,0,1,1,5,0,7,3,6,0,15,5,10,1,7,4,1,5,6,2,2,3
miR-3646,7,0,2,8,1,2,0,0,0,0,4,0,2,3,0,10,0,0,0,0,3,6,1,4,2,3,2,6,6,3,3
miR-3648,26,925,1275,688,879,273,654,175,282,999,1197,25,93,508,27,662,829,506,142,219,435,1751,285,101,472,5032,565,448,1817,323,309
miR-3649,0,0,1,5,1,0,0,1,2,0,2,0,1,1,0,0,1,1,0,1,1,3,0,0,5,0,0,3,4,0,2
miR-3650,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0
miR-3652,67,139,206,358,633,167,334,161,146,281,536,42,115,270,38,298,128,169,90,141,288,310,306,61,118,238,486,304,892,237,267
miR-3653,22,77,58,96,51,39,50,98,52,48,36,26,56,97,6,11,36,42,45,32,9,53,60,39,26,33,71,68,77,61,47
miR-3654,32,191,419,307,732,472,246,102,185,295,1363,36,69,246,24,201,358,205,66,271,427,463,603,82,225,328,191,308,458,446,93
miR-3655,3,2,7,24,25,6,10,20,13,2,22,0,2,11,6,9,13,3,2,2,14,10,6,6,1,10,8,35,44,28,10
miR-3657,0,1,8,4,4,1,2,3,4,5,5,2,3,0,4,3,1,1,0,5,9,5,0,0,4,13,1,1,5,8,2
miR-3658,1,24,14,26,5,22,11,6,14,8,33,4,3,7,1,6,21,5,1,30,27,7,9,6,11,5,4,13,8,5,2
miR-3659,0,1,8,5,18,1,2,0,12,1,16,0,6,0,0,4,4,2,0,4,0,3,0,0,10,15,3,0,7,1,2
miR-365a-3p,1380,752,1466,1951,409,746,814,341,2700,712,9677,1859,1321,595,578,15751,1548,1856,2770,245,3560,695,13306,2540,632,1254,263,1477,3096,988,213
miR-365a-5p,1,0,14,61,55,6,42,15,41,12,48,4,14,23,6,18,7,7,13,4,20,8,8,10,14,2,61,84,58,60,45
miR-365b-5p,9,34,63,242,583,73,134,67,102,76,384,27,21,126,7,78,15,21,19,17,43,35,124,15,25,53,160,224,144,178,109
miR-3660,0,0,1,7,1,0,0,0,0,0,2,1,22,0,0,4,0,0,0,0,0,1,0,1,0,1,0,1,3,0,0
miR-3661,4,1,7,19,23,5,13,4,9,4,16,3,0,16,2,14,0,3,0,2,5,13,2,2,0,8,19,22,14,15,8
miR-3662,0,2,2,6,4,0,5,8,5,5,8,0,0,9,2,3,6,0,5,1,6,10,0,0,2,9,7,40,16,22,7
miR-3663-5p,5,41,70,124,182,99,127,18,130,111,104,9,26,115,17,179,37,18,37,28,112,180,48,11,47,134,288,469,121,200,57
miR-3664-5p,1,0,2,2,5,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,7,2,0,1,4,0,0,0,0,0,0
miR-3666,1,5,4,6,0,0,1,1,3,3,2,2,1,0,2,6,0,5,2,2,4,12,0,0,1,2,2,3,6,3,5
miR-3667-3p,5,7,5,12,10,17,2,4,2,8,12,9,6,3,1,5,10,12,6,11,9,6,12,3,6,10,4,5,15,5,5
miR-3667-5p,8,6,10,36,22,16,15,10,14,11,17,7,13,11,2,5,10,19,10,14,18,20,14,3,13,9,11,23,15,19,8
miR-3668,0,0,0,8,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
miR-3670,0,1,5,11,4,9,4,1,4,5,4,2,5,2,1,9,2,4,5,16,14,7,2,2,1,10,0,5,18,6,2
miR-3671,0,8,6,19,2,2,15,13,8,4,15,0,0,5,6,2,1,5,0,3,1,3,6,2,5,2,9,17,8,24,5
miR-3672,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,2,0,0,0,0,2,0
miR-367-3p,0,0,2,6,0,0,0,0,2,0,0,0,0,0,0,4,0,0,1,1,9,2,2,1,1,6,1,4,3,1,1
miR-3674,4,18,25,116,19,15,31,40,16,10,31,2,4,17,5,342,5,10,56,5,140,213,10,8,9,193,45,119,137,140,46
miR-3675-3p,1,0,1,6,2,1,1,1,1,1,0,0,0,0,0,17,2,0,1,0,10,10,0,4,2,10,0,2,7,1,3
miR-3675-5p,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,1,1,2,0,2,3
miR-367-5p,0,1,5,4,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,6,3,0,0,0,0,0
miR-3677-5p,3,4,13,40,19,8,9,2,12,11,7,1,0,6,1,36,4,1,4,9,24,24,4,2,6,32,6,23,15,15,5
miR-3678-3p,3,0,2,2,0,0,4,4,1,0,0,1,2,1,1,16,2,1,2,0,6,2,0,0,5,9,3,4,6,0,3
miR-3679-3p,6,2,1,2,2,0,5,1,13,2,1,0,0,3,0,7,2,7,3,6,2,3,0,4,0,5,1,2,6,3,8
miR-3679-5p,4,19,36,92,167,34,114,32,70,42,75,7,11,95,6,4,16,21,18,18,18,33,7,10,18,17,179,165,80,89,74
miR-3680-3p,1,0,2,2,6,6,4,5,5,10,2,0,0,5,3,8,3,7,0,1,12,4,1,0,0,9,15,14,4,11,4
miR-3680-5p,0,6,19,14,36,14,26,4,12,8,21,0,8,13,0,4,4,6,8,0,11,16,4,1,2,4,33,43,32,24,21
miR-3681-5p,2,1,2,6,0,0,0,3,1,1,0,0,32,3,0,0,0,0,0,0,2,0,1,0,3,4,1,0,0,7,3
miR-3682-3p,4,8,5,22,1,2,26,11,6,9,13,1,2,7,1,6,1,7,2,2,3,4,2,2,3,2,20,21,231,13,22
miR-3682-5p,0,3,0,1,0,5,0,0,1,0,1,0,0,0,0,0,3,1,0,0,2,4,0,0,0,0,0,0,5,0,0
miR-3683,0,0,0,6,0,0,1,0,1,0,0,1,0,0,0,20,0,3,0,0,7,11,0,0,1,3,2,0,2,0,0
miR-3684,1,2,8,10,7,6,0,4,0,3,9,1,3,1,0,2,1,6,0,2,6,7,2,3,3,8,3,5,4,4,3
miR-3685,0,0,0,7,7,6,4,0,1,0,4,0,0,3,1,0,0,1,1,0,1,1,0,1,1,1,5,3,3,6,0
miR-3686,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,1,1,0
miR-3687,302,15616,9720,23179,49174,9721,21286,7151,16624,8910,61106,151,2744,17422,261,1764,5858,5534,1879,1246,6046,12835,2618,480,3865,50866,18320,20083,30410,10203,12546
miR-3688-5p,0,1,3,7,0,0,0,1,2,2,6,0,1,0,0,1,0,0,1,1,0,1,0,0,0,2,1,3,1,1,1
miR-3689a-3p,0,0,6,3,3,0,3,1,0,3,0,0,1,0,0,39,1,1,1,5,21,39,0,2,1,22,18,21,47,53,8
miR-3689a-5p,0,0,0,3,0,0,1,0,0,0,2,1,0,0,0,14,0,3,0,2,9,4,0,0,5,5,3,7,2,6,1
miR-3689b-3p,1,10,10,14,14,3,21,8,3,7,18,1,3,20,0,11,0,5,4,2,2,22,2,3,5,14,47,25,21,21,11
miR-3689d,2,7,7,10,18,28,10,6,3,4,13,2,15,2,4,8,9,4,6,12,13,18,26,7,11,4,3,9,9,6,2
miR-3689f,0,0,3,1,0,0,0,0,1,0,1,1,0,0,0,16,1,0,0,1,5,8,6,0,4,10,4,2,4,2,3
miR-3690,1,6,1,7,2,1,4,0,2,3,7,1,0,3,3,31,4,2,1,0,19,24,4,0,1,16,10,8,35,9,3
miR-3691-3p,1,0,0,4,3,2,1,1,2,4,2,1,1,1,0,2,4,1,0,1,2,3,0,0,1,4,2,1,2,0,1
miR-3691-5p,1,2,9,4,3,3,6,4,0,3,4,2,0,4,0,1,2,0,0,1,4,3,5,6,4,6,7,13,3,4,7
miR-3692-3p,1,0,2,6,1,2,0,4,0,2,3,0,1,0,0,5,0,0,3,0,3,7,2,0,0,9,0,1,9,2,1
miR-3692-5p,3,0,2,13,3,1,0,3,6,1,7,0,0,2,0,7,1,0,2,0,5,4,1,1,2,3,5,4,7,1,0
miR-369-3p,164,51,5,3,46,16,15,2,9,40,6,64,3,23,52,0,22,34,44,90,151,43,6,48,37,26,9,87,55,4,37
miR-369-5p,946,163,37,13,161,67,102,4,58,157,35,333,11,231,487,20,85,151,431,227,377,220,58,442,193,61,83,425,280,54,267
miR-370-3p,692,85,63,51,253,82,225,14,109,203,66,223,14,209,485,41,207,29,447,219,542,332,162,607,245,89,176,549,523,100,473
miR-370-5p,28,3,3,2,5,5,7,0,2,9,9,9,1,13,14,6,7,6,11,8,25,17,2,22,20,7,6,34,24,2,21
miR-3713,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,2,0,1,0,0,2,3,0
miR-3714,3,7,12,18,21,26,17,5,12,6,18,5,4,4,0,8,6,8,5,8,12,13,12,2,12,5,19,22,8,14,7
miR-371b-3p,1,3,4,2,2,2,0,1,1,2,0,1,0,0,0,4,2,1,0,0,0,3,0,1,2,0,2,1,4,1,0
miR-371b-5p,0,1,2,2,7,8,8,1,2,0,6,1,3,0,1,5,2,2,2,5,2,6,5,0,1,3,0,1,9,1,0
miR-372-3p,1,1,5,13,3,5,0,2,8,2,2072,2,2,0,1,2,5,2,2,3,7,6,5,2,6,3,1,3,5,3,1
miR-372-5p,0,2,0,8,1,2,1,2,0,4,24,0,1,0,0,4,0,0,0,0,3,4,2,5,6,1,1,3,0,3,0
miR-373-3p,1,2,1,3,0,0,0,0,0,0,2122,0,1,0,0,2,4,1,1,0,7,7,0,4,8,2,3,5,8,8,1
miR-373-5p,0,2,0,11,2,5,0,1,1,0,49,0,1,2,0,11,2,0,2,1,2,11,2,0,2,5,1,4,4,4,3
miR-374a-3p,0,0,2,6,0,2,0,0,0,2,2,1,0,0,0,1,2,1,2,2,3,5,0,3,3,1,0,0,1,0,0
miR-374b-3p,96,160,288,171,72,148,91,48,62,71,79,146,68,121,93,63,105,156,131,156,87,248,38,126,161,81,37,76,132,72,45
miR-374b-5p,9864,16198,23119,20746,6149,15755,8704,5530,10044,7064,7289,10854,5229,12099,8476,7216,11368,15006,13799,15385,8468,23024,4570,13456,16068,7549,5084,8479,14693,9178,5857
miR-374c-5p,69,153,169,160,53,158,76,47,70,43,56,115,40,95,47,42,71,106,97,143,77,171,29,116,118,63,54,102,116,96,46
miR-375,10,40,627,369923,43,56,29,7940,354,3,457,9,101407,744,7,22,222,14,7,8,2652,19,1199,44,8,6086,42,23,683,517,122
miR-376a-2-5p,0,2,2,3,4,0,2,1,0,3,4,0,0,1,1,1,2,0,3,4,2,4,0,1,0,0,0,0,0,0,1
miR-376a-3p,9410,3197,471,192,3044,1556,1325,100,771,2919,527,3476,153,2173,5010,75,1657,2670,5794,3570,5780,3008,913,6367,3420,790,684,3750,4368,625,2724
miR-376a-5p,1236,126,27,13,68,96,90,1,51,111,38,389,12,154,452,4,48,147,386,183,589,159,48,537,153,46,60,342,374,28,222
miR-376b-3p,3196,784,157,34,503,340,626,16,238,847,154,1251,43,1125,2633,9,914,945,1617,1230,2077,944,423,2352,637,471,195,1384,1210,222,1323
miR-376b-5p,5,1,7,5,5,11,2,2,3,3,4,0,5,3,1,1,2,4,0,3,5,11,6,2,3,10,2,1,10,3,1
miR-376c-3p,27093,6287,1143,334,5300,1747,3356,174,1151,5958,968,9057,254,6061,15336,116,3727,6569,14266,8714,11906,5789,2179,16264,5818,1866,2059,12080,11327,1425,9221
miR-376c-5p,10,3,6,11,9,4,1,6,1,0,4,4,2,6,4,4,5,2,6,5,6,2,0,5,7,6,4,3,8,3,5
miR-377-3p,8689,2241,525,119,1768,799,1341,59,533,2612,387,2195,109,2199,4845,47,1352,1757,4015,3061,5115,2325,851,3305,2412,754,688,4073,3950,382,3208
miR-377-5p,172,28,7,6,47,20,31,0,17,57,2,49,1,32,106,3,35,46,96,40,45,32,14,114,34,4,22,97,92,14,44
miR-378a-3p,43,1564,1213,126,386,3416,145,108,332,5299,714,18,138,318,19,223,428,210,80,1263,1120,5753,266,44,1385,1111,230,218,989,225,413
miR-378b,2,104,99,73,67,153,29,28,36,160,61,2,15,46,4,12,12,12,6,89,58,255,15,7,66,62,50,69,66,41,30
miR-378c,3,144,87,16,22,237,7,8,22,333,28,0,11,23,0,25,16,19,4,91,91,423,13,7,71,85,18,22,104,16,20
miR-378d,8,475,362,52,90,847,35,30,84,1153,167,2,35,79,7,71,102,58,27,353,247,1630,69,6,334,304,78,52,322,82,140
miR-378e,11,397,325,19,91,712,31,30,55,896,104,8,31,71,9,42,70,57,12,293,189,1386,65,14,313,279,49,66,313,51,91
miR-378f,19,578,438,55,125,999,44,35,112,1484,209,8,42,131,7,103,139,88,31,370,333,2089,89,23,437,433,82,83,397,99,133
miR-378g,20,867,624,81,172,1450,86,55,176,1911,287,7,57,150,20,101,215,110,44,509,523,2862,132,16,675,544,134,129,544,149,216
miR-378h,0,24,33,15,10,32,3,0,1,35,13,0,2,6,0,8,3,1,2,26,13,63,0,0,13,33,2,4,10,2,8
miR-378i,50,1369,1051,111,293,2714,114,91,266,3832,577,18,101,292,23,200,299,188,69,979,832,4864,227,54,1098,1003,199,164,902,211,345
miR-378j,0,0,3,10,10,2,7,3,2,1,4,0,0,0,0,8,0,0,0,2,1,9,0,1,2,9,8,16,4,4,2
miR-379-3p,120,53,8,4,45,18,24,0,7,33,2,28,1,40,48,3,45,43,81,55,135,72,9,78,68,7,6,60,96,10,50
miR-379-5p,1706,378,85,23,495,204,265,19,121,496,68,446,15,563,963,13,262,517,937,531,667,530,123,1204,694,100,155,800,1457,149,706
miR-380-3p,327,17,10,7,27,20,27,2,7,24,6,77,3,67,107,2,13,48,142,69,164,53,13,131,43,22,9,109,125,9,76
miR-380-5p,41,3,1,0,9,0,5,1,7,4,2,14,0,14,21,0,1,13,21,6,16,5,2,17,10,1,3,17,14,0,8
miR-381-3p,5647,680,240,38,792,242,924,19,189,1051,142,1751,43,1512,3181,11,697,1154,3040,1140,3626,948,237,2802,1032,443,353,1625,2328,263,1181
miR-381-5p,893,112,24,7,123,37,164,3,24,138,20,316,3,216,581,1,96,239,570,142,295,137,35,540,134,36,65,202,293,54,203
miR-382-3p,746,94,21,3,125,80,106,3,32,138,19,243,5,212,466,7,80,178,306,158,348,126,29,362,157,38,62,435,425,35,322
miR-382-5p,1977,193,55,23,379,190,327,15,146,379,83,564,28,659,1153,10,291,512,928,437,806,360,88,1104,421,109,249,1186,1193,161,1158
miR-383-3p,13,1,2,11,0,3,6,6,3,3,10,0,1,0,10,4,8,13,4,2,1,5,1,1,3,5,3,5,30,9,6
miR-383-5p,233,3,10,2,0,2,110,24,48,5,123,39,3,10,191,7,128,633,113,0,4,3,2,31,2,11,10,25,756,331,94
miR-384,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
miR-3907,5,23,28,65,51,41,45,11,29,15,56,6,15,26,6,29,12,4,12,11,44,29,8,1,9,21,34,71,70,35,33
miR-3908,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,3,5,0,0,3,4,0,2,1,1,2
miR-3909,10,6,25,27,12,18,10,38,14,15,10,9,21,11,14,11,19,18,17,13,20,21,26,11,30,15,6,19,36,10,27
miR-3910,0,14,16,213,0,17,0,109,2,16,0,0,5,1,0,19,1,0,1,3,1,1,3,0,16,6,0,2,5,3,1
miR-3912-3p,21,60,26,63,52,49,32,54,48,28,59,41,48,21,15,72,45,19,31,46,60,55,70,40,32,30,24,21,71,38,27
miR-3912-5p,7,26,19,39,37,46,4,8,27,11,47,10,20,8,8,9,22,13,14,27,22,35,37,12,26,15,8,7,33,17,12
miR-3913-5p,4,20,18,60,9,13,10,42,4,8,13,15,23,22,16,18,8,7,18,16,14,27,12,21,30,8,12,5,4,15,29
miR-3914,1,4,10,29,24,5,18,5,13,5,28,0,5,10,1,8,2,1,5,5,2,9,0,0,1,0,8,17,5,36,6
miR-3915,0,0,0,3,0,0,0,0,3,0,2,0,3,0,0,0,0,3,0,0,0,2,3,0,1,1,3,0,1,2,0
miR-3916,4,11,14,103,45,27,32,33,46,37,21,3,15,30,9,8,47,13,7,9,29,17,35,12,23,12,45,99,36,68,42
miR-3917,18,29,53,86,67,59,61,23,36,19,45,20,12,40,20,34,51,21,27,43,27,40,35,15,19,24,54,47,25,53,46
miR-3919,0,5,5,44,24,22,15,31,14,5,5,1,3,36,0,6,6,8,5,1,0,10,2,4,6,3,42,16,5,76,9
miR-3920,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,3,1,0,0
miR-3921,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,2,1,3,0,0,1,0,0,0,1,2,0
miR-3922-3p,1,0,0,4,0,0,1,0,0,2,0,0,0,0,0,3,0,1,0,2,2,1,2,1,2,3,0,1,3,6,0
miR-3922-5p,0,3,14,30,15,5,6,6,8,1,11,0,3,4,0,11,1,3,2,0,2,12,6,3,2,4,10,14,6,17,6
miR-3923,0,0,2,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2,0,2,2,0,0,0,4,5,0
miR-3924,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,5,0,0
miR-3925-5p,3,14,13,43,50,4,31,23,16,23,32,0,3,20,1,8,0,4,1,3,11,5,6,1,7,7,53,57,33,41,22
miR-3926,2,1,6,20,11,6,13,2,13,8,10,0,2,6,1,15,0,3,2,4,5,16,3,1,2,12,17,7,11,8,8
miR-3927-5p,0,0,5,3,0,1,0,1,0,1,0,0,0,0,0,2,0,1,1,0,0,5,0,3,1,0,0,0,1,1,0
miR-3928-3p,6,22,14,50,33,7,17,19,19,16,29,2,16,29,7,24,11,7,8,13,14,23,21,5,10,17,23,41,34,51,24
miR-3928-5p,2,0,5,7,2,6,2,2,5,6,5,2,2,0,1,2,4,2,1,1,5,4,5,5,2,4,3,4,4,4,2
miR-3929,4,20,36,108,63,25,59,20,44,25,62,0,14,49,6,35,4,22,11,3,30,51,10,6,9,30,86,52,71,38,34
miR-3934-3p,0,2,5,6,2,3,0,0,1,2,4,0,1,6,0,14,0,1,1,7,5,13,3,0,2,8,4,4,4,8,0
miR-3934-5p,4,63,50,349,308,82,186,104,160,73,194,13,17,209,8,85,5,23,36,29,76,92,25,21,38,69,270,427,208,321,161
miR-3935,2,0,7,1,0,1,4,3,2,2,3,0,2,0,0,3,0,3,3,0,2,5,0,0,6,1,2,1,14,3,1
miR-3936,1,1,3,24,6,0,23,10,9,2,11,1,1,9,1,0,2,5,3,2,2,4,0,1,5,5,17,20,18,15,6
miR-3937,3,12,4,58,54,19,29,16,18,19,18,6,9,15,1,5,6,0,5,11,3,13,6,10,8,20,30,31,21,28,14
miR-3938,0,0,3,23,2,4,8,4,3,2,6,5,1,7,0,4,6,12,5,6,1,3,2,11,2,2,12,3,12,17,2
miR-3939,2,6,4,28,3,4,5,1,7,5,16,2,5,5,1,3,6,3,2,9,6,4,4,6,3,5,3,15,15,1,6
miR-3940-5p,37,260,616,1980,2673,579,1077,380,826,494,738,66,247,920,58,220,218,353,290,158,180,557,381,108,173,1008,1847,1364,776,1134,988
miR-3941,0,0,0,9,0,4,1,0,1,0,6,0,1,5,0,2,1,1,2,0,1,0,3,0,2,1,5,1,5,0,0
miR-3942-5p,1,0,2,2,0,1,0,0,0,0,2,0,2,0,0,1,0,0,0,0,1,0,0,0,3,1,0,0,3,0,0
miR-3943,15,40,28,102,35,35,34,8,17,16,38,27,14,17,16,163,23,20,38,50,32,50,182,12,27,13,21,94,77,20,111
miR-3944-5p,1,2,8,22,17,10,9,5,12,2,3,1,1,6,0,12,3,1,6,7,5,8,0,5,3,5,9,14,29,5,5
miR-3945,0,3,7,14,13,5,9,2,12,1,8,1,1,4,0,1,2,2,1,0,1,8,2,2,3,1,18,11,2,9,8
miR-3973,0,0,1,2,1,1,2,0,3,0,0,0,0,0,0,4,1,0,0,0,1,8,0,0,2,0,0,4,8,6,2
miR-3974,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,3,2,1
miR-3975,0,0,3,3,0,0,2,0,1,0,5,0,2,1,0,1,1,1,0,0,4,1,0,0,0,1,4,1,5,7,5
miR-3976,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,1,0,3
miR-3977,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,4,6,0,2,0,2,8,0,1,0,1,0,1,0,3,0
miR-3978,1,8,0,27,16,6,10,3,3,4,18,0,1,12,2,5,3,2,1,2,11,9,1,0,4,4,12,17,14,13,10
miR-409-3p,1240,261,80,24,445,242,226,11,147,494,93,345,19,371,725,11,156,282,505,360,969,547,106,533,556,103,125,832,590,107,463
miR-409-5p,650,84,31,14,104,63,99,4,55,127,23,178,10,163,317,8,59,123,281,100,365,126,47,267,163,45,43,204,302,18,229
miR-410-3p,1411,201,93,21,174,143,174,5,103,256,54,311,18,294,570,2,199,336,555,270,1832,271,168,533,228,198,107,993,1660,70,690
miR-410-5p,5,4,4,3,4,1,3,1,3,13,1,5,0,4,7,7,0,3,8,3,13,3,5,10,3,2,1,14,11,3,2
miR-411-3p,186,62,24,1,55,19,36,2,5,88,12,60,0,73,101,2,52,50,111,82,353,94,15,118,85,21,11,104,135,12,97
miR-411-5p,2192,447,106,27,484,166,290,23,132,535,80,713,28,656,1455,14,289,609,1207,689,1204,653,119,1504,769,147,196,837,1215,154,863
miR-412-3p,0,1,3,6,3,0,0,0,3,2,0,0,0,2,0,1,0,4,3,0,9,2,1,1,2,2,3,6,1,4,1
miR-412-5p,14,2,5,5,11,2,12,0,8,6,1,29,0,17,42,8,2,17,29,3,75,16,3,4,5,6,4,6,46,3,14
miR-421,931,574,1015,3621,267,721,704,778,2442,292,1156,906,1030,853,751,395,1137,1285,1102,614,1002,881,318,973,552,1096,420,1179,1750,1105,850
miR-422a,33,1071,787,61,238,2516,76,83,206,3373,536,22,88,193,18,187,304,149,54,875,777,4151,153,22,942,682,131,108,709,129,266
miR-424-3p,7,43,17,180,72,58,20,63,47,91,42,7,8,18,10,9,32,14,10,26,378,12,309,8,12,77,37,35,96,41,12
miR-424-5p,97,1053,312,3662,1421,670,249,558,626,1433,1000,117,233,400,146,364,194,335,124,386,6978,229,3969,120,236,1297,368,751,1662,362,165
miR-4251,2,3,6,14,7,5,7,0,3,2,5,1,1,16,3,6,2,0,0,0,6,11,2,2,3,3,12,25,10,12,6
miR-4252,1,4,13,32,15,5,2,6,9,3,21,3,9,6,2,94,5,6,8,6,30,78,8,2,5,28,12,17,28,21,12
miR-4253,64,164,160,814,732,167,326,281,359,80,174,86,119,483,55,39,43,79,161,68,71,76,130,55,124,95,937,491,218,499,528
miR-425-3p,126,88,139,682,142,309,170,371,295,204,186,144,224,235,139,424,222,210,192,113,183,109,324,344,98,166,119,319,436,295,208
miR-4254,1,0,6,18,2,1,0,2,15,3,6,2,1,0,3,21,2,2,2,0,7,5,2,2,5,6,1,11,4,9,2
miR-4255,1,1,0,1,1,4,2,0,1,2,2,0,0,0,1,1,0,1,0,1,0,2,2,1,2,5,0,0,1,0,0
miR-425-5p,1308,1142,2509,9895,2398,4748,2315,5488,3793,2645,2867,1586,4021,3425,1686,4851,3342,2505,2471,2103,3126,1764,3808,3518,1082,3564,1307,3634,4077,3877,2523
miR-4256,0,0,0,2,2,3,1,3,0,0,3,0,1,0,0,0,1,1,0,0,2,1,0,0,3,0,0,0,3,3,0
miR-4257,6,52,59,313,238,77,213,93,174,68,200,9,27,181,8,34,20,30,34,33,33,71,42,14,23,41,296,332,167,195,136
miR-4259,2,2,8,20,12,1,18,2,19,5,4,2,4,9,2,6,1,3,7,1,3,6,2,1,2,6,28,32,32,24,10
miR-4261,6,50,64,221,470,77,88,64,123,63,150,4,17,126,6,11,14,23,24,14,17,37,13,4,22,17,247,241,116,180,98
miR-4262,0,2,0,4,0,1,0,0,0,0,1,0,0,0,1,2,4,0,2,1,0,1,0,1,1,1,0,0,1,1,0
miR-4263,1,1,3,2,3,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,1,2,0,0,3,1,0,2,0,2,0
miR-4264,2,2,2,6,1,1,1,1,1,0,2,3,2,0,0,0,6,0,0,0,1,5,3,1,1,2,0,0,2,4,0
miR-4265,6,14,13,84,84,7,44,15,29,18,30,2,12,53,1,53,2,10,9,5,29,45,3,1,9,39,71,61,64,42,18
